latitude,longitude,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Private room,room_type_Shared room
40.75403,-73.9715,160,2,0,1,0,0,1,0,0,1,0
40.7456,-74.00107,100,5,66,2,99,0,1,0,0,1,0
40.66722,-73.97811,215,2,2,1,0,1,0,0,0,0,0
40.74952,-73.9713,157,5,11,1,0,0,1,0,0,0,0
40.70604,-74.01216,248,2,7,327,294,0,1,0,0,0,0
40.74302,-73.90287,150,1,3,2,155,0,0,1,0,0,0
40.73693,-73.95284,199,3,33,28,60,1,0,0,0,0,0
40.69416,-73.95117,50,1,5,2,0,1,0,0,0,1,0
40.66426,-73.99375,165,30,0,1,337,1,0,0,0,0,0
40.71414,-73.95761,110,5,0,2,0,1,0,0,0,0,0
40.71666,-73.94562,160,5,10,1,0,1,0,0,0,0,0
40.6534,-73.9439,50,1,24,2,0,1,0,0,0,1,0
40.68814,-73.97108,200,2,0,1,0,1,0,0,0,0,0
40.69271,-73.99365,135,4,5,1,0,1,0,0,0,0,0
40.69236,-73.97254,100,30,5,2,10,1,0,0,0,1,0
40.81192,-73.91781,132,1,44,1,103,0,0,0,0,0,0
40.71239,-73.95419,50,5,4,1,12,1,0,0,0,1,0
40.7513,-73.98333,600,1,20,1,169,0,1,0,0,0,0
40.66872,-73.95343,43,2,57,3,81,1,0,0,0,1,0
40.71894,-73.99293,229,2,147,3,283,0,1,0,0,0,0
40.75954,-73.96099,163,30,0,33,364,0,1,0,0,0,0
40.67002,-73.99158,140,4,14,1,8,1,0,0,0,0,0
40.76646,-73.98704,50,2,2,2,0,0,1,0,0,0,1
40.80996,-73.93172,28,1,2,8,365,0,0,0,0,0,1
40.77395,-73.95493,100,3,16,1,20,0,1,0,0,0,0
40.78954,-73.97222,99,30,1,8,113,0,1,0,0,0,0
40.69934,-73.78325,150,2,85,1,132,0,0,1,0,0,0
40.6931,-73.94463,90,1,39,4,0,1,0,0,0,1,0
40.68696,-73.91382,75,2,179,1,123,1,0,0,0,0,0
40.74321,-73.89988,199,3,169,1,302,0,0,1,0,0,0
40.72982,-73.98823,75,1,4,2,0,0,1,0,0,0,1
40.75692,-73.9293,61,2,15,1,0,0,0,1,0,1,0
40.82331,-73.94403,50,5,1,1,0,0,1,0,0,1,0
40.82424,-73.93753,35,7,1,1,0,0,1,0,0,1,0
40.82903,-73.94747,60,3,124,2,82,0,1,0,0,1,0
40.66671,-73.94981,43,5,16,2,38,1,0,0,0,1,0
40.68475,-73.97986,239,2,10,1,11,1,0,0,0,0,0
40.88301,-73.85452,65,5,17,2,123,0,0,0,0,1,0
40.72105,-73.73444,25,1,45,2,292,0,0,1,0,0,0
40.71722,-73.99242,105,2,15,1,160,0,1,0,0,0,0
40.68316,-73.96289,84,30,0,1,39,1,0,0,0,0,0
40.76187,-73.92762,190,2,65,1,259,0,0,1,0,0,0
40.81591,-73.93995,70,3,7,1,0,0,1,0,0,1,0
40.68794,-73.97393,150,3,10,1,0,1,0,0,0,0,0
40.74829,-73.93253,100,2,1,1,0,0,0,1,0,0,0
40.76014,-73.96098,140,1,25,11,330,0,1,0,0,0,0
40.75979,-73.81016,57,2,17,4,308,0,0,1,0,1,0
40.71675,-73.95725,60,4,0,1,0,1,0,0,0,1,0
40.68624,-73.94349,25,1,7,2,8,1,0,0,0,1,0
40.85516,-73.93717,150,4,0,1,0,0,1,0,0,0,0
40.68734,-73.98633,150,13,0,1,0,1,0,0,0,0,0
40.68182,-73.95152,70,1,49,15,359,1,0,0,0,1,0
40.74613,-73.95343,600,2,2,2,272,0,0,1,0,0,0
40.72209,-73.99274,99,30,13,9,289,0,1,0,0,0,0
40.68365,-73.91069,129,2,43,1,80,1,0,0,0,0,0
40.69377,-73.91269,40,5,84,2,316,1,0,0,0,1,0
40.73448,-73.99797,145,5,0,1,0,0,1,0,0,0,0
40.71158,-73.96162,250,3,16,1,271,1,0,0,0,0,0
40.62382,-73.94683,35,30,0,1,44,1,0,0,0,1,0
40.7918,-73.97413,135,30,6,96,311,0,1,0,0,0,0
40.59947,-73.76468,55,1,0,1,170,0,0,1,0,1,0
40.79368,-73.96487,190,3,159,1,244,0,1,0,0,0,0
40.74219,-73.92485,90,2,3,2,0,0,0,1,0,0,0
40.768,-73.98695,99,1,123,2,245,0,1,0,0,1,0
40.67318,-73.95679,39,7,0,1,0,1,0,0,0,1,0
40.75361,-73.97202,339,3,7,12,0,0,1,0,0,0,0
40.65783,-73.97501,150,14,1,1,0,1,0,0,0,0,0
40.66231,-73.95394,84,1,60,10,302,1,0,0,0,1,0
40.7394,-73.99868,199,2,8,1,125,0,1,0,0,0,0
40.70451,-73.92062,150,4,32,1,92,1,0,0,0,0,0
40.68224,-73.90739,35,2,106,4,349,1,0,0,0,1,0
40.7648,-73.91174,40,3,7,2,0,0,0,1,0,1,0
40.71279,-73.96291,80,2,6,1,0,1,0,0,0,1,0
40.7146,-73.96321,90,1,1,5,0,1,0,0,0,1,0
40.73386,-73.95873,200,2,0,1,0,1,0,0,0,0,0
40.72891,-73.95618,150,2,4,1,0,1,0,0,0,1,0
40.78352,-73.97482,200,1,9,1,0,0,1,0,0,0,0
40.77898,-73.94983,189,31,7,33,331,0,1,0,0,0,0
40.74947,-73.91472,120,10,30,1,142,0,0,1,0,0,0
40.71627,-73.83768,79,2,2,1,85,0,0,1,0,1,0
40.68015,-73.94949,50,3,2,1,0,1,0,0,0,1,0
40.74204,-73.99899,275,3,20,2,106,0,1,0,0,0,0
40.71157,-73.94055,75,2,4,4,0,1,0,0,0,1,0
40.65046,-73.95067,38,2,11,3,365,1,0,0,0,1,0
40.64399,-73.89315,85,7,11,1,1,1,0,0,0,0,0
40.75874,-73.92999,100,29,37,1,305,0,0,1,0,1,0
40.74515,-73.95583,150,3,0,1,0,0,0,1,0,1,0
40.78099,-73.95366,129,1,1,1,147,0,1,0,0,1,0
40.70779,-73.94714,70,3,4,3,3,1,0,0,0,1,0
40.73317,-74.00118,125,30,31,2,346,0,1,0,0,0,0
40.71016,-73.96076,60,3,8,1,3,1,0,0,0,1,0
40.68944,-73.9376,100,3,182,1,220,1,0,0,0,0,0
40.64656,-73.95016,65,2,20,2,293,1,0,0,0,0,0
40.71707,-73.99066,99,3,1,2,0,0,1,0,0,1,0
40.75277,-73.88356,60,20,0,1,175,0,0,1,0,1,0
40.71343,-73.98826,125,1,0,1,0,0,1,0,0,1,0
40.75566,-73.9205,100,1,0,1,0,0,0,1,0,1,0
40.72722,-73.99914,96,3,2,2,5,0,1,0,0,1,0
40.69223,-73.96879,63,2,2,1,0,1,0,0,0,1,0
40.70862,-73.89536,34,30,0,23,314,0,0,1,0,1,0
40.67288,-73.95444,115,30,4,3,292,1,0,0,0,0,0
40.73575,-73.9206,89,1,12,8,282,0,0,1,0,1,0
40.79335,-73.94527,135,1,45,1,0,0,1,0,0,0,0
40.7007,-73.921,100,1,5,2,145,1,0,0,0,1,0
40.75217,-73.99828,235,3,1,1,196,0,1,0,0,0,0
40.76681,-73.98365,369,30,0,121,331,0,1,0,0,0,0
40.8216,-73.95583,60,1,0,1,0,0,1,0,0,0,1
40.76807,-73.98508,365,2,19,1,28,0,1,0,0,0,0
40.64109,-73.97503,50,1,1,1,0,1,0,0,0,1,0
40.80171,-73.95871,60,7,4,2,0,0,1,0,0,1,0
40.72247,-73.98838,185,3,1,1,1,0,1,0,0,0,0
40.84717,-73.93267,30,5,3,2,0,0,1,0,0,1,0
40.80449,-73.96426,80,14,0,1,0,0,1,0,0,0,0
40.77517,-73.98829,300,3,4,1,0,0,1,0,0,0,0
40.82188,-73.95391,70,30,0,2,249,0,1,0,0,1,0
40.67117,-73.95934,130,1,9,1,0,1,0,0,0,0,0
40.66675,-73.97571,200,8,2,1,0,1,0,0,0,0,0
40.77711,-73.95059,219,6,1,1,39,0,1,0,0,0,0
40.69858,-73.98595,100,75,6,3,0,1,0,0,0,1,0
40.72356,-73.83982,125,2,128,3,332,0,0,1,0,1,0
40.69823,-73.9431,38,7,0,1,0,1,0,0,0,1,0
40.68473,-73.97863,47,1,0,2,0,1,0,0,0,0,1
40.82196,-73.94247,100,3,14,1,0,0,1,0,0,0,0
40.72558,-73.97929,399,7,104,1,42,0,1,0,0,0,0
40.73021,-74.00379,305,30,0,232,1,0,1,0,0,0,0
40.74422,-73.90285,60,3,3,1,0,0,0,1,0,1,0
40.68672,-73.97555,150,2,7,1,0,1,0,0,0,0,0
40.76137,-73.95992,400,1,0,1,179,0,1,0,0,0,0
40.78273,-73.97319,199,3,25,1,0,0,1,0,0,0,0
40.68479,-73.77606,125,1,2,1,0,0,0,1,0,0,0
40.70621,-73.95026,60,1,36,1,0,1,0,0,0,1,0
40.71513,-73.9981,100,2,1,1,0,0,1,0,0,1,0
40.70211,-73.98418,245,2,3,2,0,1,0,0,0,0,0
40.79368,-73.94294,75,2,3,1,0,0,1,0,0,1,0
40.68363,-73.98011,150,2,63,1,0,1,0,0,0,0,0
40.73611,-73.86401,36,1,2,2,62,0,0,1,0,1,0
40.71032,-73.9614,200,1,4,1,50,1,0,0,0,0,0
40.83423,-73.94723,74,3,0,1,3,0,1,0,0,1,0
40.76119,-73.97005,130,1,1,1,0,0,1,0,0,0,1
40.74454,-73.97339,207,29,1,96,365,0,1,0,0,0,0
40.72547,-73.99284,185,10,1,1,57,0,1,0,0,0,0
40.75971,-73.99256,445,2,1,1,60,0,1,0,0,0,0
40.71659,-73.98949,199,3,92,1,48,0,1,0,0,0,0
40.71028,-73.96128,75,2,5,2,365,1,0,0,0,1,0
40.77079,-73.95922,100,2,17,1,4,0,1,0,0,1,0
40.71499,-73.98986,290,1,99,1,70,0,1,0,0,1,0
40.75558,-73.89316,200,2,4,1,365,0,0,1,0,0,0
40.6886,-73.91209,150,4,77,1,258,1,0,0,0,0,0
40.76731,-73.76288,115,1,6,1,179,0,0,1,0,0,0
40.64489,-73.96363,65,3,15,2,208,1,0,0,0,1,0
40.69432,-73.90658,150,2,17,3,0,1,0,0,0,0,0
40.68904,-73.9759,225,3,4,1,78,1,0,0,0,0,0
40.82398,-73.94846,75,1,59,2,0,0,1,0,0,1,0
40.68438,-73.95688,80,2,64,3,116,1,0,0,0,1,0
40.65568,-73.95892,30,1,0,1,0,1,0,0,0,1,0
40.75819,-73.93213,90,3,1,1,0,0,0,1,0,1,0
40.75328,-73.92244,55,1,5,1,0,0,0,1,0,1,0
40.71665,-73.99633,104,3,65,1,0,0,1,0,0,1,0
40.82548,-73.94983,255,2,1,1,0,0,1,0,0,0,0
40.74613,-74.00468,350,1,0,1,0,0,1,0,0,0,0
40.78293,-73.94691,140,30,6,1,0,0,1,0,0,0,0
40.76,-73.98972,499,2,4,1,0,0,1,0,0,0,0
40.6959,-73.75159,85,2,59,1,36,0,0,1,0,0,0
40.72528,-73.98854,165,3,0,1,0,0,1,0,0,1,0
40.74234,-73.92579,102,5,8,1,0,0,0,1,0,1,0
40.87183,-73.90371,75,1,0,1,0,0,0,0,0,1,0
40.7139,-73.9912,90,2,60,1,1,0,1,0,0,1,0
40.69648,-73.98261,162,2,11,1,0,1,0,0,0,0,0
40.8072,-73.94513,55,28,3,1,0,0,1,0,0,1,0
40.78981,-73.97518,104,30,27,8,137,0,1,0,0,0,0
40.6907,-73.96019,132,4,92,1,260,1,0,0,0,0,0
40.78167,-73.95004,170,1,137,2,289,0,1,0,0,0,0
40.77594,-73.90799,55,2,0,1,35,0,0,1,0,1,0
40.7997,-73.97073,95,1,6,1,12,0,1,0,0,1,0
40.66611,-73.93708,90,2,38,3,45,1,0,0,0,1,0
40.6828,-73.95303,83,30,1,3,349,1,0,0,0,0,0
40.7068,-73.93772,150,4,17,1,170,1,0,0,0,0,0
40.7789,-73.95554,199,4,1,1,314,0,1,0,0,0,0
40.69634,-73.91323,43,3,32,3,104,1,0,0,0,0,1
40.6891,-73.93926,75,2,4,1,0,1,0,0,0,0,0
40.78243,-73.97265,265,7,13,1,130,0,1,0,0,0,0
40.7246,-73.98953,400,1,0,1,0,0,1,0,0,0,0
40.7563,-73.92971,134,2,8,5,144,0,0,1,0,0,0
40.76837,-73.92712,45,2,4,3,31,0,0,1,0,1,0
40.69336,-73.9213,45,2,2,1,0,1,0,0,0,1,0
40.76272,-73.96269,69,1,4,1,0,0,1,0,0,1,0
40.72845,-73.97927,215,1,52,4,51,0,1,0,0,0,0
40.73251,-73.99602,130,80,0,1,214,0,1,0,0,0,0
40.6853,-73.76814,55,1,12,3,180,0,0,1,0,1,0
40.67246,-73.97707,125,5,7,1,180,1,0,0,0,1,0
40.69098,-73.97113,110,2,213,2,321,1,0,0,0,1,0
40.70856,-73.95469,139,4,2,1,0,1,0,0,0,0,0
40.71276,-73.98488,200,2,0,1,361,0,1,0,0,0,0
40.71631,-73.99694,139,4,8,1,350,0,1,0,0,0,0
40.71952,-73.94165,70,2,41,1,14,1,0,0,0,1,0
40.72936,-73.98298,400,3,2,1,336,0,1,0,0,0,0
40.66204,-73.96052,80,5,4,2,0,1,0,0,0,0,0
40.85617,-73.93141,43,4,70,1,0,0,1,0,0,1,0
40.77713,-73.95096,70,30,1,1,236,0,1,0,0,1,0
40.80929,-73.95826,70,1,0,1,0,0,1,0,0,1,0
40.70581,-73.95004,100,3,72,2,302,1,0,0,0,0,0
40.8019,-73.95924,210,1,1,3,86,0,1,0,0,1,0
40.81225,-73.85502,80,1,4,7,365,0,0,0,0,1,0
40.76057,-73.98455,343,30,0,232,311,0,1,0,0,0,0
40.65828,-73.98983,55,2,7,1,0,1,0,0,0,1,0
40.72392,-73.948,175,4,3,1,0,1,0,0,0,0,0
40.81217,-73.94692,150,3,86,1,226,0,1,0,0,0,0
40.67681,-73.97911,170,2,9,1,0,1,0,0,0,0,0
40.74379,-73.97803,150,1,0,2,0,0,1,0,0,1,0
40.71422,-73.95732,175,2,71,1,68,1,0,0,0,0,0
40.77506,-73.98162,70,15,0,1,0,0,1,0,0,0,0
40.67787,-73.97225,450,3,3,1,0,1,0,0,0,0,0
40.67925,-73.97463,95,4,0,2,0,1,0,0,0,0,0
40.72271,-73.99518,250,4,11,1,0,0,1,0,0,0,0
40.68185,-73.95336,90,7,8,2,301,1,0,0,0,0,0
40.64919,-73.96143,84,2,68,3,362,1,0,0,0,1,0
40.66539,-73.95651,120,2,3,1,0,1,0,0,0,0,0
40.66077,-73.96004,175,4,6,2,337,1,0,0,0,0,0
40.68557,-73.98537,140,7,31,2,0,1,0,0,0,0,0
40.76228,-73.94272,62,5,2,1,43,0,0,1,0,1,0
40.67243,-73.94977,600,3,24,1,139,1,0,0,0,0,0
40.71417,-73.95917,200,30,53,1,0,1,0,0,0,0,0
40.70336,-73.92657,184,1,29,1,0,1,0,0,0,0,0
40.68585,-73.94919,60,30,3,8,221,1,0,0,0,1,0
40.72793,-73.98876,85,1,44,1,19,0,1,0,0,1,0
40.68587,-73.96434,60,1,1,1,97,1,0,0,0,1,0
40.75484,-73.9922,100,1,1,1,0,0,1,0,0,1,0
40.7824,-73.98294,125,1,25,1,311,0,1,0,0,1,0
40.81088,-73.95774,50,14,1,1,0,0,1,0,0,1,0
40.8522,-73.93456,100,1,1,1,0,0,1,0,0,0,0
40.64524,-74.08088,70,2,166,1,312,0,0,0,1,1,0
40.69238,-73.90361,65,2,24,5,351,1,0,0,0,1,0
40.83144,-73.82791,60,1,5,5,179,0,0,0,0,1,0
40.80302,-73.96511,110,10,0,2,0,0,1,0,0,0,0
40.81379,-73.94671,120,2,11,1,128,0,1,0,0,0,0
40.66358,-73.98997,145,4,1,1,12,1,0,0,0,0,0
40.68283,-73.94375,100,1,0,1,0,1,0,0,0,1,0
40.79207,-73.94196,80,1,16,2,345,0,1,0,0,1,0
40.81915,-73.93964,100,7,11,1,0,0,1,0,0,0,0
40.76657,-73.98201,369,30,1,121,345,0,1,0,0,0,0
40.75431,-73.99459,185,3,1,1,267,0,1,0,0,0,0
40.74499,-74.00704,399,3,1,1,179,0,1,0,0,0,0
40.69811,-73.9311,43,3,2,1,0,1,0,0,0,1,0
40.70833,-74.01068,70,3,18,1,0,0,1,0,0,1,0
40.80389,-73.95178,199,3,17,1,280,0,1,0,0,0,0
40.72637,-73.97682,200,2,0,1,0,0,1,0,0,0,0
40.68223,-73.9269,121,2,16,2,0,1,0,0,0,0,0
40.74039,-74.00665,200,5,3,1,0,0,1,0,0,0,0
40.68952,-73.90919,349,2,1,4,365,1,0,0,0,0,0
40.63281,-74.09132,50,1,4,2,84,0,0,0,1,1,0
40.75577,-73.99466,185,2,205,1,233,0,1,0,0,0,0
40.74592,-73.90889,100,1,4,1,0,0,0,1,0,1,0
40.68495,-73.97438,85,4,0,1,365,1,0,0,0,1,0
40.75506,-73.99715,199,1,1,30,365,0,1,0,0,1,0
40.82754,-73.82124,65,1,1,1,365,0,0,0,0,1,0
40.78269,-73.95452,85,2,0,1,30,0,1,0,0,1,0
40.6812,-73.98186,85,3,2,1,0,1,0,0,0,1,0
40.70012,-73.95082,130,3,2,1,3,1,0,0,0,0,0
40.74723,-73.89706,120,3,60,3,281,0,0,1,0,0,0
40.76649,-73.96453,200,5,49,1,25,0,1,0,0,0,0
40.7172,-73.95557,150,1,0,1,0,1,0,0,0,0,0
40.6883,-73.95644,92,3,227,1,173,1,0,0,0,0,0
40.7292,-74.00209,145,3,62,1,0,0,1,0,0,1,0
40.71434,-73.9398,90,1,0,1,364,1,0,0,0,1,0
40.72997,-73.87183,51,1,20,4,365,0,0,1,0,1,0
40.72687,-73.98416,396,1,15,5,317,0,1,0,0,0,0
40.80157,-73.96635,100,9,3,1,0,0,1,0,0,1,0
40.77565,-73.98684,389,6,0,1,105,0,1,0,0,0,0
40.72057,-73.99462,89,12,3,2,332,0,1,0,0,1,0
40.70537,-73.88899,50,2,19,1,337,0,0,1,0,1,0
40.70992,-73.95064,175,1,92,4,138,1,0,0,0,0,0
40.72815,-73.89945,70,1,0,1,0,0,0,1,0,1,0
40.6995,-73.93334,30,2,61,1,26,1,0,0,0,1,0
40.75902,-73.82099,80,1,30,9,189,0,0,1,0,1,0
40.7611,-73.97412,2000,2,3,6,364,0,1,0,0,0,0
40.7523,-73.97288,198,2,23,13,329,0,1,0,0,1,0
40.74507,-73.9792,76,2,0,1,0,0,1,0,0,1,0
40.78657,-73.97161,150,30,31,1,213,0,1,0,0,0,0
40.78222,-73.94725,135,2,31,1,0,0,1,0,0,0,0
40.73223,-73.98658,253,30,0,65,332,0,1,0,0,0,0
40.82437,-73.95177,95,1,51,1,1,0,1,0,0,0,0
40.71289,-73.9637,65,1,0,1,0,1,0,0,0,1,0
40.72311,-73.98389,180,7,1,1,0,0,1,0,0,0,0
40.85148,-73.9301,175,2,2,1,0,0,1,0,0,0,0
40.68731,-73.96446,125,6,0,1,0,1,0,0,0,0,0
40.75828,-73.82145,85,1,31,9,337,0,0,1,0,1,0
40.69088,-73.91556,43,20,0,2,365,1,0,0,0,1,0
40.69276,-73.98374,119,1,0,1,0,1,0,0,0,1,0
40.68198,-73.98962,77,30,0,3,365,1,0,0,0,1,0
40.71731,-73.94907,135,1,2,3,353,1,0,0,0,1,0
40.70227,-73.92362,50,2,0,1,0,1,0,0,0,1,0
40.68539,-73.94903,60,4,1,1,0,1,0,0,0,1,0
40.73908,-73.9203,45,1,134,3,308,0,0,1,0,1,0
40.75641,-73.97812,219,30,0,87,342,0,1,0,0,0,0
40.67522,-73.98063,132,1,67,1,264,1,0,0,0,0,0
40.82127,-73.95669,55,1,1,2,0,0,1,0,0,1,0
40.66798,-73.9761,345,30,0,1,156,1,0,0,0,0,0
40.66812,-73.98595,90,3,3,1,5,1,0,0,0,1,0
40.70668,-73.92099,55,8,0,1,0,1,0,0,0,1,0
40.70756,-74.01229,210,2,3,327,302,0,1,0,0,0,0
40.69629,-73.91351,50,1,86,1,198,1,0,0,0,1,0
40.65607,-74.00306,60,1,25,4,52,1,0,0,0,1,0
40.72157,-73.98489,130,2,0,1,0,0,1,0,0,0,0
40.82039,-73.95514,40,1,5,2,0,0,1,0,0,1,0
40.75097,-73.99562,175,14,78,1,0,0,1,0,0,0,0
40.75505,-73.99531,120,7,6,47,332,0,1,0,0,1,0
40.75831,-73.9263,200,1,0,1,2,0,0,1,0,0,0
40.6815,-73.91267,42,30,3,5,348,1,0,0,0,1,0
40.68358,-73.90884,36,20,0,5,346,1,0,0,0,1,0
40.68486,-73.99358,200,3,1,1,0,1,0,0,0,0,0
40.7502,-73.94189,70,1,144,2,340,0,0,1,0,1,0
40.7666,-73.92079,155,6,4,1,173,0,0,1,0,0,0
40.66333,-73.7661,60,14,12,1,341,0,0,1,0,1,0
40.74042,-73.98139,295,2,42,1,81,0,1,0,0,0,0
40.744,-73.90185,169,1,0,1,60,0,0,1,0,0,0
40.69194,-73.96426,150,3,15,1,19,1,0,0,0,0,0
40.68516,-73.97461,120,1,2,1,0,1,0,0,0,0,0
40.76738,-73.98466,200,3,14,1,9,0,1,0,0,0,0
40.74443,-73.90885,125,1,14,1,288,0,0,1,0,0,0
40.76242,-73.96058,300,3,0,1,179,0,1,0,0,0,0
40.75505,-73.96714,400,1,0,1,0,0,1,0,0,0,0
40.69158,-73.86578,50,1,6,8,273,0,0,1,0,1,0
40.73373,-73.98962,225,30,0,87,347,0,1,0,0,0,0
40.66801,-73.98142,85,7,0,1,0,1,0,0,0,1,0
40.6914,-73.9294,65,1,4,8,12,1,0,0,0,1,0
40.73758,-73.92821,79,2,1,1,0,0,0,1,0,0,1
40.76368,-73.95993,312,30,0,232,293,0,1,0,0,0,0
40.75622,-73.9728,119,2,27,1,325,0,1,0,0,1,0
40.75815,-73.99374,130,1,0,1,0,0,1,0,0,0,1
40.73278,-73.99712,175,90,0,4,311,0,1,0,0,0,0
40.70426,-73.92551,60,8,7,1,8,1,0,0,0,1,0
40.68188,-73.98978,96,30,1,2,333,1,0,0,0,1,0
40.82032,-73.94464,59,1,6,1,74,0,1,0,0,1,0
40.7608,-73.96136,175,30,0,49,365,0,1,0,0,0,0
40.75896,-73.96251,235,2,37,1,135,0,1,0,0,0,0
40.79886,-73.96157,132,7,0,1,0,0,1,0,0,0,0
40.68881,-73.92017,75,3,5,1,365,1,0,0,0,1,0
40.66906,-73.79254,60,3,2,2,180,0,0,1,0,1,0
40.80048,-73.96621,44,1,2,1,0,0,1,0,0,1,0
40.82414,-73.95393,40,30,0,2,322,0,1,0,0,1,0
40.7657,-73.98075,400,2,5,1,0,0,1,0,0,0,0
40.8249,-73.94585,60,1,30,1,67,0,1,0,0,1,0
40.67058,-73.95347,97,6,0,1,101,1,0,0,0,0,0
40.80586,-73.94642,165,7,8,1,234,0,1,0,0,0,0
40.78074,-73.97849,168,1,138,1,32,0,1,0,0,0,0
40.73303,-74.00118,200,3,1,1,0,0,1,0,0,0,0
40.72088,-73.98533,200,2,1,1,0,0,1,0,0,0,0
40.80113,-73.95287,70,4,35,1,0,0,1,0,0,1,0
40.73505,-73.86144,70,1,0,1,179,0,0,1,0,1,0
40.81143,-73.94935,100,3,16,1,0,0,1,0,0,0,0
40.63948,-73.95008,50,1,35,2,365,1,0,0,0,1,0
40.76316,-73.80869,55,1,0,7,329,0,0,1,0,1,0
40.78277,-73.97604,150,4,12,1,0,0,1,0,0,0,0
40.71187,-73.98878,35,14,0,28,318,0,1,0,0,0,1
40.69757,-73.92611,65,1,0,2,19,1,0,0,0,1,0
40.66118,-73.98901,40,25,0,1,0,1,0,0,0,1,0
40.66089,-73.93993,65,2,81,4,131,1,0,0,0,1,0
40.77587,-73.95308,1100,4,0,1,270,0,1,0,0,0,0
40.71848,-73.94393,170,2,4,1,1,1,0,0,0,0,0
40.69414,-73.93705,42,1,92,4,80,1,0,0,0,1,0
40.72749,-73.94201,149,30,7,52,340,1,0,0,0,0,0
40.73041,-74.00498,129,7,5,1,0,0,1,0,0,0,0
40.68303,-73.96317,75,7,1,1,0,1,0,0,0,1,0
40.74946,-73.99627,85,1,1,5,261,0,1,0,0,1,0
40.6825,-73.87165,25,1,64,6,0,1,0,0,0,0,1
40.75492,-73.99563,80,7,7,47,329,0,1,0,0,1,0
40.65092,-74.00489,50,3,39,2,300,1,0,0,0,1,0
40.70589,-73.95123,137,3,3,1,0,1,0,0,0,0,0
40.73668,-73.92427,33,30,0,103,244,0,0,1,0,1,0
40.66859,-73.98235,299,20,0,1,149,1,0,0,0,0,0
40.72104,-73.96034,295,2,75,1,339,1,0,0,0,0,0
40.77611,-73.91481,37,1,14,5,310,0,0,1,0,1,0
40.6376,-73.97386,97,1,0,1,0,1,0,0,0,1,0
40.59251,-74.06479,250,2,21,4,333,0,0,0,1,0,0
40.6864,-73.96882,550,3,1,1,15,1,0,0,0,0,0
40.79019,-73.94839,190,3,19,1,14,0,1,0,0,1,0
40.74099,-73.98139,210,3,14,1,327,0,1,0,0,0,0
40.76479,-73.98842,105,1,88,2,0,0,1,0,0,1,0
40.58818,-73.81302,139,1,1,4,171,0,0,1,0,0,0
40.69226,-73.92286,190,2,34,1,341,1,0,0,0,0,0
40.85035,-73.9325,80,2,28,1,41,0,1,0,0,0,0
40.75568,-73.96798,79,6,8,1,15,0,1,0,0,0,0
40.69121,-73.95877,55,1,0,1,0,1,0,0,0,1,0
40.69973,-73.74592,50,1,0,1,339,0,0,1,0,1,0
40.84773,-73.94015,60,2,0,1,343,0,1,0,0,1,0
40.70754,-73.95291,55,30,3,3,0,1,0,0,0,1,0
40.85494,-73.93179,75,1,155,1,314,0,1,0,0,1,0
40.7326,-73.98681,200,3,3,1,10,0,1,0,0,0,0
40.72952,-73.98214,82,1,4,1,0,0,1,0,0,1,0
40.7443,-73.99056,225,5,4,2,1,0,1,0,0,0,0
40.74529,-73.92176,50,1,9,2,0,0,0,1,0,0,1
40.79737,-73.96217,180,3,0,1,4,0,1,0,0,0,0
40.81632,-73.90991,130,2,62,1,36,0,0,0,0,0,0
40.68576,-73.91719,95,1,35,1,28,1,0,0,0,0,0
40.85768,-73.93247,105,3,4,3,180,0,1,0,0,1,0
40.73519,-73.90271,88,3,7,1,0,0,0,1,0,0,0
40.79368,-73.97324,150,1,0,1,0,0,1,0,0,0,0
40.84905,-73.93951,79,3,0,5,18,0,1,0,0,1,0
40.86648,-73.9263,75,7,0,2,323,0,1,0,0,1,0
40.73057,-73.99422,199,3,1,1,0,0,1,0,0,0,0
40.71832,-73.96354,550,5,3,1,38,1,0,0,0,0,0
40.74119,-73.86748,25,1,2,8,351,0,0,1,0,0,1
40.6945,-73.94273,50,2,3,2,316,1,0,0,0,1,0
40.71074,-73.95145,61,1,1,1,0,1,0,0,0,1,0
40.66438,-73.97931,195,4,0,1,39,1,0,0,0,0,0
40.74877,-73.9994,300,5,44,1,87,0,1,0,0,0,0
40.66971,-73.95645,105,4,1,1,0,1,0,0,0,0,0
40.67459,-73.95742,50,2,60,1,7,1,0,0,0,1,0
40.68352,-73.9999,150,2,37,1,100,1,0,0,0,0,0
40.75842,-73.99276,60,2,0,1,0,0,1,0,0,1,0
40.80464,-73.92575,125,14,0,1,365,0,0,0,0,0,0
40.69887,-73.9227,75,20,1,1,93,1,0,0,0,1,0
40.82873,-73.89553,120,1,142,1,345,0,0,0,0,0,0
40.63971,-74.03089,58,1,1,1,0,1,0,0,0,1,0
40.74269,-73.99911,316,30,0,232,323,0,1,0,0,0,0
40.71025,-73.98703,35,14,0,28,322,0,1,0,0,0,1
40.73537,-73.98244,95,1,1,1,0,0,1,0,0,1,0
40.71578,-73.98201,47,1,0,1,0,0,1,0,0,1,0
40.72182,-73.99567,250,2,28,1,0,0,1,0,0,0,0
40.81513,-73.95685,51,5,0,1,0,0,1,0,0,1,0
